product_id,product_name,subcategory_code,brand,unit_cost,list_price,weight_kg,status
PROD000341,Generic Yard 364,ACCE,Generic,91.85,192.64,7.66,Active
PROD000342,HomeKitchen Risk 562,KITC,HomeKitchen,49.3,93.69,4.05,Active
PROD000343,Generic Country 387,GARD,Generic,495.98,1374.56,13.52,Active
PROD000344,TechCorp Yeah 336,COMP,TechCorp,496.28,1378.09,12.06,Active
PROD000345,Generic Zapalenie 608,CAME,Generic,388.84,1141.13,16.02,Discontinued
PROD000346,Generic Million 807,GARD,Generic,54.0,150.44,14.9,Discontinued
PROD000347,Generic Throughout 647,ACCE,Generic,186.99,500.98,18.85,Active
PROD000348,Generic Condition 908,CAMP,Generic,294.81,556.59,8.19,Active
PROD000349,Generic Throughout 656,SHOE,Generic,61.18,109.11,17.14,Active
PROD000350,CompuBrand Put 381,COMP,CompuBrand,409.04,999.1,3.86,Active
PROD000351,Generic Message 134,CYCL,Generic,12.72,27.09,18.57,Discontinued
PROD000352,Generic Część 997,MOVI,Generic,356.36,697.51,11.92,Active
PROD000353,Generic Utwór 538,MENS,Generic,290.16,563.06,19.62,Active
PROD000354,Generic Duży 965,CYCL,Generic,220.39,487.5,10.06,Active
PROD000355,ConsoleKing Cześć 860,GAME,ConsoleKing,445.05,1260.34,13.0,Active
PROD000356,Generic Rada 572,GARD,Generic,292.08,781.24,11.74,Active
PROD000357,ConsoleKing Europa 828,GAME,ConsoleKing,110.36,203.28,8.51,Active
PROD000358,Generic Measure 835,BOOK,Generic,50.09,146.93,1.16,Active
PROD000359,Generic Prevent 228,CAMP,Generic,343.13,835.33,9.02,Active
PROD000360,KitchenMaster Body 976,KITC,KitchenMaster,138.94,416.63,11.23,Active
PROD000360,Generic Stanowisko 740,MENS,Generic,354.28,869.99,14.3,Active
PROD000362,Generic Dziecko 755,MUSI,Generic,110.57,193.88,14.29,Discontinued
PROD000363,Generic Fire 775,CYCL,Generic,108.02,310.82,17.72,Discontinued
PROD000364,Generic Very 198,CAMP,Generic,414.83,834.84,17.68,Active
PROD000365,ListenUp Odcień 138,AUDI,ListenUp,339.19,774.24,1.55,Active
PROD000366,ProComputers Sobie 845,COMP,ProComputers,290.54,486.36,2.47,Discontinued
PROD000367,Generic Wiele 360,ACCE,Generic,194.0,480.04,19.99,Active
PROD000368,KitchenMaster Mieć Na Imię 876,KITC,KitchenMaster,290.4,593.83,3.53,Active
PROD000369,Generic Nosić 849,CYCL,Generic,407.6,1021.35,19.4,Active
PROD000370,Generic Plan 399,CYCL,,281.99,777.78,0.19,Discontinued
PROD000371,Generic Stado 747,MUSI,Generic,77.78,144.93,18.64,Active
PROD000372,Generic Two 663,MUSI,,484.61,1275.7,11.48,Discontinued
PROD000373,Generic Reguła 521,FITN,Generic,365.37,629.39,7.28,Discontinued
PROD000374,Generic Czyn 948,DECO,Generic,287.69,861.97,1.36,Discontinued
PROD000375,Generic Physical 211,BOOK,Generic,385.43,578.82,3.86,Active
PROD000376,Generic Liczba Atomowa 951,CYCL,Generic,379.72,907.76,9.0,Active
PROD000377,Generic Something 640,CYCL,Generic,317.6,834.56,18.39,Discontinued
PROD000378,Generic Hot 268,FITN,Generic,23.11,62.42,11.46,Active
PROD000379,Generic Happen 379,BOOK,Generic,254.78,609.13,9.88,Discontinued
PROD000380,Generic Nie- 800,CAMP,Generic,92.12,194.81,17.06,Active
PROD000381,Generic Difference 504,GARD,Generic,161.75,274.95,7.96,Discontinued
PROD000382,AudioPro Stay 614,AUDI,AudioPro,55.97,167.74,10.02,Active
PROD000383,TechCorp Herself 298,COMP,TechCorp,157.13,415.93,1.31,Active
PROD000384,FurniPro Materiał 726,FURN,FurniPro,495.89,911.77,2.59,Active
PROD000385,Generic Kąt 275,GARD,Generic,476.75,980.59,4.53,Discontinued
PROD000386,CallPro Słuchać 871™ <NEW> [2024],PHON,CallPro,388.76,733.54,4.62,Active
PROD000387,Generic Tekst 250,BOOK,,325.41,620.77,7.43,Discontinued
,Generic Maj 593,MUSI,Generic,381.23,900.52,14.43,Active
PROD000389,Generic Discussion 840,DECO,Generic,462.45,976.83,3.96,Active
PROD000390,CookPro Pull 364,KITC,CookPro,69.11,158.9,13.97,Active
PROD000391,Generic Obywatel 576,BOOK,,74.21,198.87,13.52,Active
,Generic Religious 204,MOVI,Generic,22.5,61.08,0.24,Discontinued
PROD000393,Generic Wyjść 770,MENS,Generic,107.77,312.9,4.17,Active
PROD000394,Generic Okręt 295,GARD,Generic,120.44,318.26,12.68,Active
PROD000395,Generic Zamknąć 646,BOOK,Generic,144.06,302.23,2.64,Active
PROD000396,Generic Warunek 375,MUSI,Generic,235.05,507.67,15.08,Active
PROD000397,ConsoleKing Have 531,GAME,ConsoleKing,287.83,598.24,17.88,Active
PROD000398,Generic Couple 478,ACCE,Generic,422.85,860.42,14.59,Active
PROD000399,GamerPro Stage 601,GAME,GamerPro,334.52,772.43,9.32,Active
PROD000400,Generic Evidence 130,FITN,Generic,164.99,424.01,4.04,Discontinued
PROD000401,Generic By 731,FITN,Generic,106.07,274.59,10.57,Active
PROD000402,Generic Zima 326,MOVI,Generic,303.6,734.84,18.28,Discontinued
PROD000403,Generic Eye 793,BOOK,Generic,109.56,278.29,4.84,Active
PROD000403,Generic Warzywo 875,BOOK,Generic,292.92,735.61,15.61,Active
PROD000405,CompuBrand Where 439,COMP,CompuBrand,10.78,23.22,12.79,Discontinued
PROD000406,Generic Woda 328,ACCE,Generic,495.28,1110.08,1.96,Discontinued
PROD000407,Generic Prezent 352,MOVI,Generic,75.45,179.22,17.82,Active
PROD000408,Generic Surowy 289,,Generic,158.66,441.83,3.14,Discontinued
PROD000409,Generic Professional 347,MOVI,Generic,454.23,982.34,11.5,Active
PROD000410,ChefTools Termin 729,KITC,ChefTools,171.72,411.22,4.1,Active
PROD000411,Generic Stay 524,WOME,Generic,184.34,491.83,4.05,Active
PROD000412,Generic Door 322,BOOK,Generic,20.5,35.35,0.41,Active
PROD000412,Generic But 489,CAMP,Generic,337.38,618.14,14.74,Active
PROD000414,Generic Do 837,CAMP,Generic,353.72,629.21,5.77,Active
PROD000415,Generic Look 712,GARD,Generic,489.95,1048.07,0.2,Discontinued
PROD000416,GameStation Sure 717™ <NEW> [2024],GAME,GameStation,10.14,23.56,14.43,Discontinued
PROD000417,Generic Issue 979,CAMP,Generic,374.21,793.33,18.49,Active
PROD000418,Generic Can 780,MUSI,Generic,237.17,482.9,12.64,Active
PROD000419,Generic How 914,CYCL,Generic,33.85,92.21,12.03,Active
PROD000420,Generic Hospital 889,FITN,Generic,355.09,885.16,0.39,Active
PROD000421,Generic Happen 832,CYCL,Generic,139.59,300.54,5.17,Active
PROD000422,Generic Węgiel 652,DECO,Generic,223.04,518.27,14.91,Active
PROD000423,Generic Kolor 613,WOME,Generic,471.98,729.21,7.84,Active
PROD000424,AudioPro Pozostać 553,AUDI,AudioPro,273.45,776.84,8.91,Discontinued
PROD000425,Generic Report 555,MUSI,Generic,140.35,382.16,0.96,Active
PROD000426,Generic However 733,BOOK,Generic,111.09,173.4,14.96,Active
PROD000427,KitchenMaster Challenge 623,KITC,KitchenMaster,-430.98,-1063.39,7.93,Discontinued
PROD000428,StyleHome Kiedy 327,FURN,StyleHome,152.59,429.13,5.1,Active
PROD000429,Generic Trzeci 214,WOME,Generic,97.4,161.02,7.84,Active
PROD000430,Generic Person 165,BOOK,Generic,7.53,17.46,6.67,Active
PROD000431,Generic Why 537,MENS,Generic,5.34,10.41,4.32,Active
PROD000432,Generic Into 570,CAMP,Generic,218.0,625.88,13.18,Active
PROD000433,Generic Account 290,FITN,Generic,92.82,252.35,19.7,Active
PROD000434,Generic Fire 815,MOVI,Generic,159.94,324.15,14.23,Discontinued
PROD000435,SoundWave North 143,AUDI,SoundWave,394.98,771.81,10.47,Active
PROD000436,Generic Break 234,DECO,Generic,423.32,899.12,0.13,Discontinued
PROD000437,Generic Wybrzeże 423,BOOK,Generic,375.86,995.89,3.43,Active
PROD000438,Generic Dark 908,CYCL,Generic,261.74,434.2,1.46,Active
PROD000439,Generic Europa 196,SHOE,Generic,481.74,789.55,11.22,Active
PROD000440,BeatMaster Widzieć 722,AUDI,BeatMaster,286.26,677.75,18.28,Active
PROD000441,Generic Certain 998,SHOE,Generic,181.34,304.87,13.47,Active
PROD000442,Generic Węgiel 953,MOVI,Generic,464.71,984.11,1.72,Discontinued
PROD000443,Generic Dolina 594,CYCL,Generic,8.85,13.43,12.25,Active
,Generic Dach 869,DECO,Generic,418.61,1229.62,9.86,Active
PROD000445,ConsoleKing Return 185,GAME,ConsoleKing,81.08,193.5,16.27,Active
PROD000446,Generic Example 690,DECO,Generic,-179.74,-528.9,0.92,Active
PROD000447,Generic Uciekać 993,DECO,,339.73,986.39,7.33,Discontinued
PROD000448,Generic Zatrzymać 833,ACCE,Generic,227.24,525.23,8.05,Discontinued
PROD000449,FurniPro Easy 907,FURN,FurniPro,488.29,828.61,19.89,Active
PROD000450,Generic Pójść 539,SHOE,Generic,162.41,407.76,2.29,Active
PROD000451,PhoneMaster Potrawa 655,PHON,PhoneMaster,45.53,76.59,17.28,Active
PROD000452,CookPro Dziecięcy 300,KITC,CookPro,34.35,68.25,11.66,Discontinued
PROD000453,CallPro Dinner 906,PHON,CallPro,79.57,133.08,16.34,Active
PROD000454,Generic Plama 966,FITN,Generic,14.98,35.56,12.7,Discontinued
PROD000455,Generic Data 395,ACCE,Generic,182.86,368.59,1.4,Active
PROD000456,Generic Zima 106,DECO,Generic,261.84,551.81,15.54,Active
PROD000457,Generic Możliwość 359,MUSI,Generic,131.28,353.72,16.81,Discontinued
PROD000458,ListenUp Day 204,AUDI,ListenUp,132.04,357.39,5.54,Active
PROD000459,Generic Powód 679,GARD,Generic,438.26,677.0,0.33,Discontinued
PROD000460,Generic Owner 523,WOME,Generic,414.71,1052.73,5.32,Discontinued
PROD000461,Generic Hope 800,MUSI,Generic,311.03,721.46,11.47,Active
,Generic Article 722,GARD,Generic,491.49,794.87,5.88,Active
PROD000463,Generic Theory 283,CAMP,Generic,161.52,288.44,9.14,Active
PROD000464,BeatMaster Their 299,AUDI,BeatMaster,27.22,56.78,9.96,Active
PROD000465,Generic Early 580,ACCE,Generic,494.67,1240.85,17.81,Discontinued
PROD000466,CompuBrand What 901,COMP,CompuBrand,481.16,1001.36,19.15,Discontinued
,Generic Forget 240,ACCE,Generic,385.52,890.63,15.38,Discontinued
PROD000468,Generic Po 376,BOOK,Generic,404.92,850.34,9.71,Discontinued
PROD000469,Generic Standard 487,ACCE,Generic,-82.91,-186.25,0.99,Discontinued
PROD000469,Generic Po Prostu 235,SHOE,Generic,107.11,275.83,3.04,Active
,Generic Wyraz 255,DECO,Generic,174.08,455.07,10.47,Active
PROD000472,Generic Describe 714,BOOK,Generic,198.29,316.03,2.25,Active
PROD000473,SmartDevice Ustawa 891,PHON,SmartDevice,79.35,193.53,6.68,Active
PROD000474,Generic Others 627,DECO,Generic,139.74,402.15,6.65,Active
PROD000475,ChefTools Imagine 779,KITC,ChefTools,78.96,136.14,0.23,Active
PROD000476,Generic Kid 364,CAME,Generic,-445.11,-818.7,18.18,Active
PROD000477,BeatMaster Ogon 982,AUDI,BeatMaster,20.33,58.04,10.29,Discontinued
PROD000478,Generic Interesting 996,DECO,Generic,418.06,998.16,13.81,Active
PROD000479,Generic Lead 217,CAME,Generic,216.41,496.95,1.95,Active
PROD000480,Generic Many 614,MOVI,Generic,58.98,89.84,16.1,Active
PROD000481,Generic Heavy 266,CAME,Generic,486.84,981.33,10.43,Discontinued
PROD000482,Generic Dziura 795,FITN,Generic,169.59,382.58,19.45,Discontinued
PROD000483,Generic Party 527,SHOE,Generic,110.54,282.25,3.99,Active
PROD000484,Generic Positive 422,CYCL,Generic,158.85,416.47,12.82,Active
PROD000485,GameStation Adult 577,GAME,GameStation,485.15,1222.26,11.12,Active
PROD000486,ChefTools Przemysł 444,KITC,ChefTools,185.93,433.41,10.26,Active
PROD000487,EliteTech Wszystko 551,COMP,EliteTech,201.37,433.49,14.2,Discontinued
PROD000488,Generic Zimny 406,MUSI,Generic,163.87,416.96,1.67,Discontinued
PROD000489,CallPro Turn 420,PHON,CallPro,107.77,272.23,14.36,Active
PROD000490,Generic Seek 205,SHOE,Generic,188.85,495.75,7.98,Active
PROD000491,CallPro Sport 961,PHON,CallPro,-151.29,-430.83,15.83,Active
PROD000492,TechCorp Financial 115,COMP,TechCorp,403.61,654.83,7.17,Active
PROD000493,Generic Wielki 460,ACCE,Generic,355.37,699.31,4.35,Active
PROD000494,Generic War 930,CYCL,Generic,65.63,182.25,4.62,Active
PROD000495,Generic Przyjemny 268,GARD,Generic,313.0,864.82,0.67,Discontinued
PROD000496,MobileTech Loss 910,PHON,,318.42,585.71,7.35,Active
PROD000497,Generic Przeciwnik 741,SHOE,Generic,39.07,89.71,16.77,Active
PROD000498,Generic Znowu 827,ACCE,Generic,498.01,1351.35,2.4,Active
PROD000499,Generic Odważny 721,CAME,Generic,131.29,286.81,10.35,Active
PROD000500,Generic Street 315,MENS,Generic,111.12,193.38,4.66,Active
PROD000501,Generic Pochodzenie 549,GARD,Generic,11.82,25.72,19.61,Active
PROD000502,Generic Tamten 916,BOOK,Generic,201.19,441.61,9.48,Discontinued
PROD000503,Generic House 570,GARD,Generic,13.91,29.27,17.21,Discontinued
PROD000504,Generic Forget 112,SHOE,Generic,6.85,20.21,19.25,Discontinued
PROD000505,,MUSI,Generic,433.4,767.76,11.66,Active
PROD000506,Generic U 985,BOOK,Generic,479.4,837.78,15.27,Active
PROD000506,Generic Zysk 713,GARD,Generic,106.97,296.92,12.91,Active
PROD000508,Generic Widoczny 778,FITN,Generic,381.44,1087.18,13.24,Discontinued
PROD000509,Generic Znany 337,GARD,Generic,51.78,93.39,4.19,Active
PROD000510,Generic Wisieć 215,GARD,Generic,483.46,1202.24,7.09,Discontinued
PROD000511,Generic Character 221,GARD,,19.4,40.41,11.19,Active
PROD000512,EliteTech Trip 672,COMP,EliteTech,-356.61,-1036.65,12.56,Discontinued
PROD000513,ListenUp Mind 844,AUDI,ListenUp,172.34,348.89,14.79,Active
PROD000514,Generic Read 270,SHOE,Generic,41.26,77.16,18.44,Active
PROD000515,Generic Minute 805,FITN,Generic,199.97,472.79,9.83,Active
PROD000516,Generic Increase 587,BOOK,Generic,246.62,580.03,15.79,Active
PROD000517,Generic Move 191,DECO,Generic,245.34,735.44,11.74,Active
PROD000518,Generic Kobiecy 660,MUSI,Generic,327.92,885.11,8.7,Active
PROD000519,Generic Chłopak 305,CAME,Generic,305.86,464.75,17.01,Discontinued
PROD000519,TechCorp Gun 196,COMP,TechCorp,42.12,77.33,6.23,Active
PROD000521,Generic Szczęśliwy 287,MENS,Generic,375.94,796.63,10.04,Active
PROD000522,,AUDI,BeatMaster,303.84,495.43,16.02,Discontinued
PROD000523,Generic Term 820,GARD,Generic,304.77,599.73,6.92,Active
PROD000524,KitchenMaster Zapalenie 490,KITC,KitchenMaster,229.82,668.3,9.29,Discontinued
PROD000525,Generic Zapach 137,CAMP,Generic,294.1,615.14,16.04,Active
PROD000526,Generic Artysta 542,CAMP,Generic,156.25,392.49,7.34,Active
PROD000527,Generic Rak 262,MOVI,Generic,448.42,1285.51,2.16,Discontinued
PROD000528,Generic Podczas 798,SHOE,Generic,224.75,403.02,9.39,Discontinued
PROD000529,Generic Śmiech 794,WOME,,311.2,855.89,4.19,Discontinued
PROD000530,Generic Zjeść 936,FITN,Generic,483.37,1032.49,8.19,Active
PROD000531,Generic Industry 872,MUSI,Generic,36.1,104.4,13.5,Active
PROD000532,Generic Przynieść 590,SHOE,Generic,431.69,1177.13,16.6,Active
PROD000533,Generic Way 380,DECO,Generic,139.41,312.87,7.72,Active
PROD000534,Generic Mean 773™ <NEW> [2024],ACCE,Generic,215.03,581.2,16.19,Active
PROD000535,Generic Box 771,WOME,Generic,372.0,772.84,16.4,Active
PROD000536,Generic Fear 457,CAMP,Generic,180.02,439.71,5.57,Active
PROD000537,Generic Piec 763,GARD,Generic,22.86,56.19,0.57,Active
PROD000538,Generic Experience 273,CAMP,Generic,302.26,455.91,13.62,Active
PROD000539,Generic Przyjść 999,ACCE,Generic,117.36,285.84,17.56,Active
PROD000540,Generic Pm 667,SHOE,Generic,434.12,672.37,10.55,Discontinued
PROD000541,Generic Dym 303,MUSI,Generic,366.05,753.26,11.65,Discontinued
PROD000542,PlayTech Whom 516,GAME,PlayTech,-302.41,-591.03,16.25,Active
PROD000543,,KITC,HomeKitchen,32.4,87.62,7.1,Active
PROD000544,Generic Niebo 280,ACCE,Generic,406.34,1040.14,6.35,Active
PROD000545,Generic Worker 469™ <NEW> [2024],CAME,Generic,260.68,730.95,4.2,Discontinued
PROD000546,Generic Pretty 387,ACCE,Generic,325.62,618.59,17.29,Discontinued
PROD000547,CookPro Research 971,KITC,CookPro,429.27,731.79,4.01,Discontinued
PROD000548,Generic Example 214,CYCL,Generic,171.16,294.39,14.2,Active
PROD000549,Generic Condition 154,MENS,Generic,439.18,672.7,8.78,Discontinued
PROD000550,Generic Go 798,MUSI,Generic,437.56,871.55,6.05,Discontinued
PROD000551,Generic Enough 587,MOVI,Generic,285.06,628.27,19.92,Active
PROD000552,ProComputers American 189,COMP,ProComputers,135.47,246.89,9.0,Active
PROD000553,Generic Miara 640,GARD,Generic,297.07,826.6,18.92,Active
PROD000554,FurniPro Lotnisko 132,FURN,FurniPro,96.94,213.37,17.23,Discontinued
PROD000555,Generic Manager 161,FITN,Generic,243.04,596.61,18.83,Active
PROD000556,HomeKitchen Training 197,KITC,HomeKitchen,432.03,1017.42,3.83,Active
PROD000557,Generic – 788,SHOE,Generic,55.71,145.1,18.19,Active
PROD000558,Generic Półwysep 109,FITN,Generic,170.56,433.25,9.84,Active
PROD000559,CallPro Walczyć 965™ <NEW> [2024],PHON,CallPro,322.38,541.17,5.42,Active
PROD000560,Generic Especially 879,CAMP,Generic,271.23,669.46,10.67,Discontinued
PROD000561,Generic Ciągle 333,DECO,Generic,130.88,361.51,9.3,Active
PROD000562,Generic Local 806,WOME,Generic,340.8,954.91,12.44,Active
PROD000563,Generic Babcia 729,BOOK,Generic,9.9,16.6,11.13,Discontinued
PROD000564,HomeKitchen Słowo 922,KITC,HomeKitchen,493.08,921.35,8.62,Active
PROD000565,Generic Meeting 367,WOME,Generic,496.95,1407.93,19.93,Active
PROD000566,CompuBrand Yard 290,COMP,CompuBrand,486.0,753.55,8.77,Active
PROD000567,Generic Investment 533,WOME,Generic,311.56,832.44,14.89,Active
PROD000568,MobileTech Przeciwny 721™ <NEW> [2024],PHON,MobileTech,474.05,1179.24,4.0,Discontinued
,ComfortLiving Nauczycielka 466,FURN,ComfortLiving,425.59,893.45,19.57,Active
PROD000570,Generic Only 922,,Generic,179.84,486.94,13.68,Active
PROD000571,HomeFurniture Short 220,FURN,HomeFurniture,77.25,228.82,4.38,Active
PROD000572,Generic Nazwisko 122,WOME,Generic,149.64,269.46,14.03,Active
PROD000573,Generic Together 927,ACCE,Generic,454.74,887.4,15.66,Active
PROD000574,KitchenMaster Rano 454,Kitc,KitchenMaster,152.17,293.97,7.24,Discontinued
PROD000575,Generic Robotnik 309,CYCL,Generic,295.52,676.19,5.49,Active
PROD000576,Generic Całość 638,WOME,Generic,415.78,857.39,10.76,Active
PROD000577,Generic Wioska 547,DECO,Generic,466.24,1295.18,17.37,Active
PROD000578,,WOME,Generic,184.36,455.33,6.8,Discontinued
PROD000579,MobileTech Necessary 154,PHON,MobileTech,468.75,790.27,14.59,Discontinued
PROD000580,Generic Line 368,WOME,Generic,372.16,811.39,13.54,Active
PROD000581,Generic Who 699,MENS,Generic,371.03,1048.96,14.77,Active
PROD000582,Generic Nauczyciel 395,CAME,Generic,206.57,399.86,18.36,Active
PROD000582,Generic Odzież 454,FITN,Generic,393.01,944.01,17.23,Active
PROD000584,SoundWave Wśród 619,AUDI,SoundWave,379.53,645.64,8.99,Active
PROD000585,Generic World 886,MENS,Generic,419.0,1022.94,5.5,Discontinued
PROD000586,StyleHome Election 390,FURN,StyleHome,440.3,738.03,10.33,Active
PROD000587,Generic Zimno 594,MENS,,300.09,727.28,1.34,Active
PROD000588,Generic Znak 714,WOME,Generic,491.72,1141.35,11.43,Active
PROD000589,Generic Business 836,CAMP,Generic,423.5,702.28,2.74,Discontinued
PROD000590,Generic Znaleźć 774,WOME,Generic,423.5,709.84,7.34,Active
PROD000591,CompuBrand Odpowiadać 895,COMP,CompuBrand,227.95,494.68,7.57,Active
PROD000592,Generic Muzyczny 602,CAME,Generic,78.03,173.54,18.84,Active
PROD000593,PlayTech Tradycja 382,GAME,PlayTech,56.09,160.4,1.21,Active
PROD000594,Generic Attention 669,SHOE,Generic,124.13,240.15,12.49,Active
PROD000595,Generic Kieszeń 920,SHOE,Generic,97.73,164.63,4.15,Active
PROD000596,Generic Within 524,CYCL,Generic,256.94,601.43,15.2,Active
PROD000597,Generic Pomarańcza 130,MOVI,Generic,253.86,669.86,5.94,Active
PROD000598,,AUDI,BeatMaster,341.84,799.47,12.55,Active
PROD000599,Generic Matka 328,MOVI,Generic,198.53,412.06,15.59,Active
PROD000600,KitchenMaster Poprzedni 784,KITC,KitchenMaster,341.59,530.85,12.96,Active
PROD000601,,AUDI,SoundWave,189.04,499.77,1.95,Active
PROD000602,Generic Wesoły 144,DECO,Generic,85.07,163.98,12.26,Active
PROD000603,CookPro Odbywać Się 684,,CookPro,219.55,493.91,18.2,Active
PROD000604,HomeKitchen Only 631,KITC,HomeKitchen,88.93,220.75,11.24,Active
PROD000605,Generic Daughter 390,BOOK,Generic,476.53,1036.31,15.08,Active
PROD000606,Generic Papież 513,CAMP,Generic,127.99,361.31,14.81,Active
PROD000607,Generic Relacja 290,MENS,Generic,150.5,393.45,8.76,Discontinued
PROD000608,Generic Polityka 414,CAME,Generic,141.03,217.89,13.0,Discontinued
PROD000608,FurniPro Risk 713,FURN,FurniPro,411.11,867.32,10.41,Discontinued
PROD000610,Generic Dobrze 554,MUSI,Generic,413.27,807.33,6.29,Active
PROD000611,BeatMaster Police 363,AUDI,BeatMaster,195.09,471.1,5.06,Active
PROD000612,Generic Za 513,WOME,Generic,158.92,272.75,0.3,Active
PROD000613,Generic Firm 967,ACCE,Generic,-279.98,-657.4,15.34,Discontinued
PROD000614,Generic Smak 783,ACCE,Generic,498.02,1135.01,13.26,Active
PROD000615,Generic Avoid 348,CAME,Generic,334.17,827.03,5.4,Active
PROD000616,Generic Boże Narodzenie 153,CAME,Generic,117.15,212.24,14.17,Discontinued
PROD000617,CallPro 1 791,PHON,CallPro,357.59,645.67,9.89,Discontinued
PROD000618,Generic Old 607,BOOK,Generic,253.21,399.36,15.77,Active
PROD000619,Generic Uniwersytet 791,ACCE,Generic,388.9,969.87,16.53,Active
PROD000620,Generic Food 155,ACCE,Generic,443.91,890.48,18.34,Active
PROD000621,Generic Wysłać 367,CYCL,Generic,321.38,935.52,4.38,Active
PROD000622,CookPro Czwarty 578,KITC,CookPro,23.03,48.75,19.25,Active
PROD000623,Generic Economy 281,GARD,Generic,25.94,50.27,19.62,Active
PROD000624,Generic Produkt 566,CAMP,Generic,359.1,1004.83,1.11,Active
PROD000625,Generic Charakter 685,MOVI,Generic,485.65,981.69,16.11,Active
PROD000626,PlayTech Naprawdę 329,GAME,PlayTech,161.72,449.31,1.09,Active
PROD000627,Generic Thing 290™ <NEW> [2024],GARD,Generic,417.31,1070.13,8.27,Discontinued
PROD000628,FurniPro Second 787,FURN,FurniPro,297.57,766.24,2.66,Active
PROD000629,GameStation Experience 511,GAME,GameStation,25.08,74.55,14.76,Active
PROD000630,SmartDevice Pożar 254,PHON,SmartDevice,67.82,110.02,7.06,Active
PROD000631,Generic Staw 470,MENS,Generic,310.98,476.23,9.51,Active
PROD000632,Generic Defense 197,SHOE,Generic,478.95,1294.44,6.4,Active
PROD000633,Generic Size 419,DECO,Generic,471.38,711.48,9.63,Discontinued
PROD000634,Generic Author 326,SHOE,Generic,24.87,40.17,17.95,Active
PROD000635,ConsoleKing Sure 662,GAME,ConsoleKing,295.9,571.46,16.48,Active
PROD000636,Generic Financial 954,,Generic,81.72,157.32,8.93,Active
PROD000637,AudioPro Zjawisko 523,AUDI,AudioPro,215.37,436.57,3.59,Active
PROD000638,ListenUp Przemysł 464,AUDI,ListenUp,173.18,265.53,5.09,Active
PROD000639,Generic Push 531,WOME,Generic,231.17,394.9,13.52,Active
PROD000640,Generic Po Prostu 247,CYCL,Generic,230.07,453.5,0.25,Active
PROD000641,Generic Płakać 142,FITN,Generic,216.0,324.89,19.14,Discontinued
PROD000642,HomeFurniture Weight 814,FURN,HomeFurniture,263.66,731.42,17.4,Discontinued
PROD000643,ComfortLiving Moralny 473,FURN,ComfortLiving,400.72,713.86,15.23,Active
PROD000644,EliteTech Seem 379,COMP,EliteTech,267.21,695.04,19.37,Active
PROD000645,Generic Przedsiębiorstwo 584,FITN,Generic,409.76,1165.59,3.85,Active
PROD000646,Generic Miejscowość 132,BOOK,Generic,78.21,138.04,8.3,Active
PROD000647,Generic Threat 856,WOME,Generic,59.63,91.64,6.16,Active
PROD000648,BeatMaster Miły 827,AUDI,BeatMaster,155.87,351.74,2.06,Active
PROD000649,Generic Sound 500,DECO,Generic,388.47,1004.24,19.61,Active
PROD000650,KitchenMaster Later 423,KITC,KitchenMaster,243.59,647.55,3.95,Active
PROD000651,PhoneMaster Movie 691,PHON,PhoneMaster,410.72,1170.37,8.17,Active
PROD000652,HomeKitchen Dziób 559,KITC,HomeKitchen,21.34,52.71,15.75,Active
PROD000653,Generic Case 162,GARD,Generic,60.1,106.73,18.42,Active
PROD000654,Generic Book 194,MOVI,Generic,227.29,627.51,7.68,Active
PROD000655,Generic Umożliwiać 483,Acce,Generic,23.22,55.88,15.51,Discontinued
PROD000656,SoundWave No 802,AUDI,SoundWave,176.84,361.57,15.51,Active
PROD000657,Generic Gdyby 353,MUSI,Generic,360.15,580.01,19.9,Active
PROD000658,Generic Writer 631,CYCL,Generic,303.07,825.85,0.96,Active
PROD000659,Generic Stracić 947,MENS,Generic,78.87,205.86,18.63,Active
PROD000660,ProComputers Środkowy 972,COMP,ProComputers,470.55,975.59,0.23,Active
PROD000661,HomeFurniture Play 580,FURN,HomeFurniture,271.3,670.67,3.03,Discontinued
PROD000662,FurniPro Ochrona 213,FURN,FurniPro,292.58,798.21,0.62,Discontinued
PROD000663,,ACCE,Generic,282.75,641.5,0.63,Active
PROD000664,HomeKitchen Focus 958,KITC,HomeKitchen,6.6,16.33,16.9,Active
PROD000665,Generic Niebieski 769,,Generic,236.34,371.88,10.04,Active
PROD000666,HomeFurniture Receive 452,FURN,HomeFurniture,464.89,1256.78,9.35,Discontinued
PROD000667,Generic Ludność 186,CYCL,Generic,142.38,339.29,13.98,Active
PROD000668,GameStation Father 676,GAME,GameStation,171.25,423.2,6.19,Discontinued
PROD000669,Generic New 307™ <NEW> [2024],CYCL,Generic,319.69,940.73,13.94,Active
PROD000670,PlayTech Live 252,GAME,PlayTech,23.27,65.11,19.42,Active
PROD000671,HomeKitchen Naczynie 916,KITC,HomeKitchen,144.74,332.32,7.1,Active
PROD000672,Generic Military 534,SHOE,,236.15,448.34,3.86,Discontinued
PROD000673,Generic When 848,MUSI,Generic,60.94,157.86,10.24,Active
PROD000674,Generic Jednocześnie 561,MENS,Generic,305.57,629.7,13.13,Active
PROD000675,Generic Świat 481,MUSI,Generic,196.38,465.03,15.06,Discontinued
PROD000676,Generic Wiele 962,CAME,Generic,-44.73,-80.52,8.57,Discontinued
PROD000677,Generic Rachunek 929,CAME,Generic,248.0,586.77,19.25,Discontinued
PROD000678,Generic Public 344,DECO,Generic,340.73,619.9,4.98,Active
